设备型号,安装时间,厂家,损坏时间,设计寿命,损坏时的天气,安装地点,运维班,损坏性质
显示屏,2013-05-05,许继电气,2024-03-19,11,小雨,somewhere,维修班4,0
显示屏,2015-07-09,南瑞继保,2023-02-27,8,雷阵雨,somewhere,维修班3,0
CPU板件,2010-10-11,南瑞科技,2013-07-19,3,晴,somewhere,维修班1,直流接地
CPU板件,2019-06-15,上海惠安,2033-02-03,14,晴,somewhere,维修班1,0
CPU板件,2016-10-09,南瑞科技,2026-06-12,10,阴,somewhere,维修班1,0
显示屏,2013-10-21,许继电气,2022-08-22,9,雷阵雨,somewhere,维修班1,0
电源DC220,2019-10-26,上海惠安,2034-05-29,15,晴,somewhere,维修班3,0
CPU板件,2018-12-14,深圳南瑞,2021-08-15,3,阴,somewhere,维修班2,0
电源DC220,2014-11-08,国电南自,2027-09-08,13,雷阵雨,somewhere,维修班2,0
显示屏,2013-01-20,深圳南瑞,2018-11-16,6,大雨,somewhere,维修班1,开关设备故障
电源DC220,2013-12-20,南瑞科技,2017-10-31,4,阴,somewhere,维修班3,电压互感器二次回路故障
显示屏,2013-11-14,南瑞继保,2016-09-20,3,冰雹,somewhere,维修班4,直流接地
CPU板件,2017-10-16,上海惠安,2031-07-30,14,小雨,somewhere,维修班1,0
电源DC220,2017-06-29,上海惠安,2028-04-22,11,大雨,somewhere,维修班1,0
显示屏,2018-07-01,上海惠安,2025-01-29,7,大雨,somewhere,维修班3,0
显示屏,2011-10-10,深圳南瑞,2020-08-09,9,雷阵雨,somewhere,维修班2,电流互感器二次回路故障
显示屏,2016-10-06,深圳南瑞,2025-07-07,9,阴,somewhere,维修班2,0
CPU板件,2012-03-07,南瑞继保,2025-01-16,13,雷阵雨,somewhere,维修班2,0
电源DC220,2020-08-23,国电南自,2030-03-30,10,小雨,somewhere,维修班3,0
显示屏,2020-06-07,南瑞科技,2030-01-29,10,大雨,somewhere,维修班4,0
电源DC220,2020-02-22,国电南自,2022-12-10,3,冰雹,somewhere,维修班3,0
CPU板件,2013-05-14,上海惠安,2018-01-12,5,阴,somewhere,维修班4,开关设备故障
显示屏,2018-12-17,南瑞科技,2023-10-10,5,晴,somewhere,维修班2,0
电源DC220,2012-12-16,许继电气,2024-07-31,12,雷阵雨,somewhere,维修班2,0
显示屏,2020-10-11,南瑞继保,2024-07-06,4,大雨,somewhere,维修班1,0
显示屏,2012-07-10,国电南自,2022-03-25,10,雷阵雨,somewhere,维修班1,0
显示屏,2012-08-24,南瑞科技,2026-04-11,14,冰雹,somewhere,维修班3,0
CPU板件,2016-05-31,国电南自,2029-03-13,13,阴,somewhere,维修班1,0
CPU板件,2013-07-14,上海惠安,2022-03-08,9,晴,somewhere,维修班3,0
电源DC220,2013-06-12,许继电气,2026-03-07,13,雷阵雨,somewhere,维修班2,0
CPU板件,2020-05-11,国电南自,2024-03-31,4,晴,somewhere,维修班3,0
CPU板件,2020-01-11,许继电气,2027-09-14,8,阴,somewhere,维修班2,0
CPU板件,2012-02-25,许继电气,2016-11-08,5,雷阵雨,somewhere,维修班4,老化
电源DC220,2016-08-22,南瑞科技,2021-05-19,5,大雨,somewhere,维修班1,直流接地
电源DC220,2010-02-15,南瑞科技,2021-12-04,12,阴,somewhere,维修班1,0
显示屏,2019-02-09,许继电气,2023-10-19,5,阴,somewhere,维修班1,0
显示屏,2013-12-04,许继电气,2027-07-11,14,晴,somewhere,维修班2,0
显示屏,2020-02-22,深圳南瑞,2032-01-11,12,小雨,somewhere,维修班4,0
CPU板件,2018-01-17,南瑞科技,2022-03-15,5,小雨,somewhere,维修班1,0
CPU板件,2012-10-14,南瑞继保,2019-08-21,7,雷阵雨,somewhere,维修班4,老化
显示屏,2011-11-15,南瑞继保,2023-09-17,12,阴,somewhere,维修班1,0
电源DC220,2019-07-29,许继电气,2034-05-20,15,小雨,somewhere,维修班3,0
CPU板件,2013-05-06,上海惠安,2018-02-28,5,大雨,somewhere,维修班4,电流互感器二次回路故障
CPU板件,2018-05-14,深圳南瑞,2025-10-02,8,小雨,somewhere,维修班1,0
电源DC220,2013-02-18,深圳南瑞,2025-11-06,13,小雨,somewhere,维修班4,0
电源DC220,2018-04-02,南瑞科技,2031-01-25,13,晴,somewhere,维修班3,0
CPU板件,2017-05-15,许继电气,2022-02-03,5,小雨,somewhere,维修班4,0
CPU板件,2018-09-04,许继电气,2030-06-16,12,小雨,somewhere,维修班3,0
电源DC220,2018-02-18,深圳南瑞,2022-10-05,5,雷阵雨,somewhere,维修班4,0
电源DC220,2013-11-05,国电南自,2022-08-21,9,冰雹,somewhere,维修班4,0
CPU板件,2012-07-19,南瑞继保,2015-10-29,4,阴,somewhere,维修班3,保护装置故障
显示屏,2019-03-17,南瑞科技,2027-01-02,8,雷阵雨,somewhere,维修班2,0
显示屏,2019-08-08,许继电气,2026-04-18,7,冰雹,somewhere,维修班3,0
CPU板件,2010-10-12,南瑞科技,2017-05-09,7,小雨,somewhere,维修班3,电压互感器二次回路故障
CPU板件,2020-07-14,南瑞科技,2026-04-05,6,阴,somewhere,维修班4,0
电源DC220,2012-04-15,国电南自,2021-02-01,9,晴,somewhere,维修班3,电压互感器二次回路故障
显示屏,2014-04-19,许继电气,2019-01-26,5,大雨,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2019-03-24,许继电气,2030-07-22,12,大雨,somewhere,维修班2,0
显示屏,2017-04-11,南瑞科技,2021-01-28,4,大雨,somewhere,维修班1,电压互感器二次回路故障
CPU板件,2010-02-14,国电南自,2022-07-20,13,冰雹,somewhere,维修班4,0
显示屏,2011-08-18,国电南自,2020-04-16,9,小雨,somewhere,维修班1,电流互感器二次回路故障
电源DC220,2017-04-05,南瑞科技,2027-01-31,10,雷阵雨,somewhere,维修班1,0
显示屏,2017-03-23,南瑞科技,2025-01-25,8,小雨,somewhere,维修班4,0
CPU板件,2014-01-06,南瑞科技,2028-09-07,15,阴,somewhere,维修班4,0
CPU板件,2013-05-01,南瑞继保,2025-03-14,12,小雨,somewhere,维修班3,0
CPU板件,2010-03-14,国电南自,2017-12-11,8,阴,somewhere,维修班1,电压互感器二次回路故障
电源DC220,2019-04-10,深圳南瑞,2027-05-10,9,冰雹,somewhere,维修班1,0
显示屏,2018-02-19,国电南自,2024-11-08,7,雷阵雨,somewhere,维修班1,0
CPU板件,2015-01-17,深圳南瑞,2021-10-20,7,小雨,somewhere,维修班4,0
电源DC220,2016-02-19,许继电气,2029-11-21,14,冰雹,somewhere,维修班3,0
显示屏,2016-10-26,深圳南瑞,2021-08-06,5,雷阵雨,somewhere,维修班4,0
CPU板件,2010-11-22,深圳南瑞,2016-09-05,6,阴,somewhere,维修班4,开关设备故障
显示屏,2019-07-14,许继电气,2029-01-17,10,小雨,somewhere,维修班3,0
显示屏,2012-01-12,许继电气,2017-11-08,6,冰雹,somewhere,维修班2,老化
显示屏,2016-07-30,上海惠安,2021-12-19,6,大雨,somewhere,维修班4,0
CPU板件,2011-02-13,南瑞科技,2015-11-05,5,大雨,somewhere,维修班3,开关设备故障
电源DC220,2020-06-20,南瑞继保,2023-01-07,3,大雨,somewhere,维修班1,0
CPU板件,2015-08-17,许继电气,2023-05-27,8,小雨,somewhere,维修班3,0
CPU板件,2018-08-08,上海惠安,2030-02-18,12,大雨,somewhere,维修班1,0
CPU板件,2010-06-12,许继电气,2013-01-25,3,晴,somewhere,维修班3,电流互感器二次回路故障
电源DC220,2017-08-17,上海惠安,2026-05-21,9,晴,somewhere,维修班4,0
电源DC220,2020-04-07,深圳南瑞,2031-12-05,12,雷阵雨,somewhere,维修班4,0
电源DC220,2015-02-12,许继电气,2020-02-27,6,阴,somewhere,维修班4,继电器触点故障
电源DC220,2014-05-10,深圳南瑞,2026-03-30,12,晴,somewhere,维修班4,0
CPU板件,2011-03-06,许继电气,2020-01-01,9,冰雹,somewhere,维修班4,开关设备故障
CPU板件,2015-03-11,深圳南瑞,2023-10-06,9,雷阵雨,somewhere,维修班4,0
电源DC220,2019-07-29,深圳南瑞,2027-02-06,8,阴,somewhere,维修班1,0
CPU板件,2015-09-14,深圳南瑞,2024-04-25,9,小雨,somewhere,维修班3,0
电源DC220,2016-05-01,南瑞科技,2029-12-27,14,小雨,somewhere,维修班1,0
电源DC220,2016-05-10,南瑞科技,2024-01-24,8,晴,somewhere,维修班2,0
CPU板件,2011-06-04,许继电气,2016-03-01,5,大雨,somewhere,维修班4,开关设备故障
显示屏,2011-08-15,南瑞继保,2020-05-22,9,小雨,somewhere,维修班1,电压互感器二次回路故障
显示屏,2016-02-27,国电南自,2022-11-04,7,阴,somewhere,维修班1,0
显示屏,2019-12-03,南瑞科技,2028-10-06,9,大雨,somewhere,维修班3,0
显示屏,2011-02-19,南瑞继保,2015-02-21,6,小雨,somewhere,维修班3,电压互感器二次回路故障
电源DC220,2014-08-24,许继电气,2019-03-02,5,雷阵雨,somewhere,维修班4,直流接地
CPU板件,2018-06-26,深圳南瑞,2022-04-08,4,冰雹,somewhere,维修班4,0
CPU板件,2017-06-17,国电南自,2028-03-24,11,阴,somewhere,维修班1,0
电源DC220,2011-03-27,上海惠安,2015-12-01,5,阴,somewhere,维修班1,直流接地
显示屏,2012-04-27,上海惠安,2020-02-17,8,冰雹,somewhere,维修班2,电压互感器二次回路故障
显示屏,2014-06-04,国电南自,2019-04-03,5,晴,somewhere,维修班4,直流接地
电源DC220,2018-12-01,许继电气,2028-07-24,10,晴,somewhere,维修班1,0
电源DC220,2019-12-22,南瑞科技,2034-10-20,15,冰雹,somewhere,维修班1,0
电源DC220,2016-06-05,许继电气,2024-03-22,8,小雨,somewhere,维修班4,0
CPU板件,2017-07-16,南瑞科技,2019-12-27,3,小雨,somewhere,维修班1,电压互感器二次回路故障
电源DC220,2013-01-30,上海惠安,2025-10-22,13,雷阵雨,somewhere,维修班4,0
显示屏,2010-01-02,南瑞继保,2017-08-28,8,冰雹,somewhere,维修班3,老化
电源DC220,2010-12-21,上海惠安,2019-10-16,9,晴,somewhere,维修班1,电压互感器二次回路故障
CPU板件,2018-02-03,南瑞科技,2029-10-12,12,小雨,somewhere,维修班2,0
CPU板件,2019-12-24,许继电气,2027-09-25,8,雷阵雨,somewhere,维修班2,0
显示屏,2015-05-09,南瑞继保,2023-02-21,8,雷阵雨,somewhere,维修班4,0
显示屏,2016-07-09,南瑞科技,2023-03-21,7,晴,somewhere,维修班3,0
CPU板件,2017-12-21,国电南自,2027-07-13,10,冰雹,somewhere,维修班2,0
电源DC220,2013-05-27,上海惠安,2016-04-06,3,晴,somewhere,维修班3,开关设备故障
电源DC220,2013-08-14,许继电气,2022-05-25,9,冰雹,somewhere,维修班1,0
CPU板件,2010-10-11,南瑞科技,2016-06-21,7,晴,somewhere,维修班1,保护装置故障
电源DC220,2019-02-26,深圳南瑞,2026-01-04,7,大雨,somewhere,维修班1,0
显示屏,2018-12-13,深圳南瑞,2022-06-26,4,阴,somewhere,维修班3,0
CPU板件,2016-03-15,上海惠安,2018-09-08,3,阴,somewhere,维修班3,直流接地
显示屏,2013-04-02,上海惠安,2019-11-01,7,晴,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2013-09-12,南瑞科技,2024-05-16,11,阴,somewhere,维修班4,0
电源DC220,2018-10-10,上海惠安,2024-05-28,6,冰雹,somewhere,维修班2,0
CPU板件,2018-11-01,上海惠安,2031-10-24,14,大雨,somewhere,维修班4,0
显示屏,2010-06-30,南瑞继保,2021-03-04,11,雷阵雨,somewhere,维修班3,电压互感器二次回路故障
电源DC220,2014-10-27,国电南自,2028-08-17,14,雷阵雨,somewhere,维修班1,0
电源DC220,2014-07-03,上海惠安,2029-01-29,15,冰雹,somewhere,维修班3,0
CPU板件,2011-04-28,国电南自,2014-11-30,4,大雨,somewhere,维修班4,老化
电源DC220,2013-02-19,深圳南瑞,2021-12-09,9,冰雹,somewhere,维修班2,0
显示屏,2011-09-21,深圳南瑞,2018-06-29,7,小雨,somewhere,维修班3,继电器触点故障
电源DC220,2012-05-24,上海惠安,2026-02-12,14,晴,somewhere,维修班1,0
电源DC220,2016-03-25,上海惠安,2029-12-31,14,雷阵雨,somewhere,维修班2,0
显示屏,2011-07-11,深圳南瑞,2025-04-01,14,阴,somewhere,维修班1,0
电源DC220,2019-05-18,上海惠安,2032-12-04,14,冰雹,somewhere,维修班4,0
显示屏,2018-12-08,许继电气,2021-08-03,3,小雨,somewhere,维修班4,0
电源DC220,2013-02-07,上海惠安,2027-12-22,15,大雨,somewhere,维修班3,0
电源DC220,2019-11-26,上海惠安,2028-10-06,9,晴,somewhere,维修班2,0
CPU板件,2016-03-25,深圳南瑞,2020-01-23,4,阴,somewhere,维修班4,电流互感器二次回路故障
显示屏,2012-10-01,上海惠安,2020-07-03,8,雷阵雨,somewhere,维修班1,继电器触点故障
CPU板件,2011-08-02,深圳南瑞,2023-06-12,12,大雨,somewhere,维修班2,0
电源DC220,2011-09-03,深圳南瑞,2014-02-15,3,小雨,somewhere,维修班4,老化
显示屏,2015-05-19,南瑞科技,2026-02-28,11,阴,somewhere,维修班1,0
CPU板件,2011-10-29,上海惠安,2015-07-31,4,雷阵雨,somewhere,维修班1,电压互感器二次回路故障
显示屏,2014-09-13,上海惠安,2019-02-19,5,阴,somewhere,维修班4,保护装置故障
电源DC220,2011-03-12,许继电气,2013-08-31,3,大雨,somewhere,维修班3,保护装置故障
CPU板件,2012-07-28,南瑞继保,2025-06-09,13,雷阵雨,somewhere,维修班1,0
CPU板件,2012-09-26,上海惠安,2021-06-11,9,小雨,somewhere,维修班1,0
显示屏,2012-09-07,国电南自,2020-05-15,8,冰雹,somewhere,维修班1,电压互感器二次回路故障
电源DC220,2014-02-27,许继电气,2024-12-05,11,晴,somewhere,维修班4,0
电源DC220,2017-08-28,深圳南瑞,2032-03-16,15,大雨,somewhere,维修班2,0
显示屏,2010-10-30,国电南自,2019-08-03,9,阴,somewhere,维修班2,老化
显示屏,2013-05-18,南瑞继保,2018-12-30,6,冰雹,somewhere,维修班2,保护装置故障
显示屏,2014-02-08,许继电气,2026-08-08,13,雷阵雨,somewhere,维修班4,0
电源DC220,2012-01-25,深圳南瑞,2015-11-05,4,大雨,somewhere,维修班1,直流接地
显示屏,2012-02-03,许继电气,2014-12-02,3,冰雹,somewhere,维修班2,电压互感器二次回路故障
显示屏,2013-05-08,上海惠安,2023-02-03,10,雷阵雨,somewhere,维修班1,0
显示屏,2012-10-27,深圳南瑞,2020-05-24,9,大雨,somewhere,维修班1,直流接地
电源DC220,2019-06-19,许继电气,2023-05-01,4,冰雹,somewhere,维修班3,0
电源DC220,2014-10-13,许继电气,2024-08-17,10,雷阵雨,somewhere,维修班3,0
CPU板件,2014-06-26,上海惠安,2024-10-28,11,冰雹,somewhere,维修班1,0
电源DC220,2011-11-24,许继电气,2023-08-15,12,雷阵雨,somewhere,维修班3,0
显示屏,2018-08-08,深圳南瑞,2031-02-14,13,大雨,somewhere,维修班2,0
电源DC220,2011-11-13,南瑞科技,2023-09-28,12,阴,somewhere,维修班3,0
CPU板件,2018-12-07,南瑞科技,2031-09-25,13,大雨,somewhere,维修班2,0
CPU板件,2020-09-07,南瑞科技,2035-04-25,15,小雨,somewhere,维修班3,0
电源DC220,2010-04-07,许继电气,2020-12-03,11,雷阵雨,somewhere,维修班4,直流接地
电源DC220,2015-04-23,许继电气,2023-01-12,8,冰雹,somewhere,维修班2,0
CPU板件,2016-03-07,南瑞继保,2025-01-31,9,雷阵雨,somewhere,维修班2,0
CPU板件,2018-01-02,许继电气,2024-07-24,7,冰雹,somewhere,维修班3,0
电源DC220,2013-03-17,南瑞科技,2026-12-09,14,雷阵雨,somewhere,维修班3,0
电源DC220,2010-10-07,许继电气,2019-05-19,9,小雨,somewhere,维修班3,继电器触点故障
电源DC220,2013-06-15,许继电气,2017-04-17,4,大雨,somewhere,维修班4,电压互感器二次回路故障
显示屏,2018-04-11,南瑞科技,2023-11-29,6,冰雹,somewhere,维修班3,0
CPU板件,2010-08-20,南瑞科技,2022-06-05,12,阴,somewhere,维修班3,0
显示屏,2014-11-02,上海惠安,2028-05-16,14,雷阵雨,somewhere,维修班2,0
电源DC220,2020-06-12,国电南自,2026-01-30,6,晴,somewhere,维修班3,0
CPU板件,2014-10-28,南瑞继保,2025-07-21,11,阴,somewhere,维修班3,0
CPU板件,2020-12-15,南瑞继保,2033-08-15,13,大雨,somewhere,维修班3,0
电源DC220,2016-08-07,国电南自,2020-03-09,4,阴,somewhere,维修班3,直流接地
显示屏,2017-01-20,深圳南瑞,2023-09-06,7,小雨,somewhere,维修班4,0
电源DC220,2013-01-25,国电南自,2022-10-13,10,冰雹,somewhere,维修班3,0
CPU板件,2018-03-12,许继电气,2021-01-24,3,雷阵雨,somewhere,维修班4,老化
电源DC220,2014-07-25,深圳南瑞,2024-12-23,11,晴,somewhere,维修班3,0
显示屏,2012-10-30,南瑞继保,2021-05-09,9,大雨,somewhere,维修班4,继电器触点故障
显示屏,2013-07-20,上海惠安,2021-03-28,8,大雨,somewhere,维修班1,保护装置故障
显示屏,2018-08-05,国电南自,2028-06-18,10,大雨,somewhere,维修班3,0
电源DC220,2016-07-16,南瑞继保,2024-04-30,8,大雨,somewhere,维修班1,0
CPU板件,2013-05-18,国电南自,2027-02-20,14,大雨,somewhere,维修班4,0
电源DC220,2015-12-31,国电南自,2027-05-13,12,大雨,somewhere,维修班3,0
CPU板件,2013-11-26,许继电气,2021-06-01,8,晴,somewhere,维修班4,电压互感器二次回路故障
CPU板件,2011-11-15,上海惠安,2024-07-09,13,小雨,somewhere,维修班1,0
CPU板件,2014-06-10,上海惠安,2029-04-14,15,小雨,somewhere,维修班1,0
CPU板件,2013-03-17,国电南自,2026-01-17,13,大雨,somewhere,维修班3,0
CPU板件,2010-10-09,上海惠安,2024-07-14,14,阴,somewhere,维修班3,0
显示屏,2018-06-02,南瑞继保,2024-02-25,6,冰雹,somewhere,维修班4,0
显示屏,2013-11-05,上海惠安,2019-09-04,6,阴,somewhere,维修班1,开关设备故障
CPU板件,2014-02-21,南瑞科技,2020-12-15,7,冰雹,somewhere,维修班1,继电器触点故障
CPU板件,2012-02-05,深圳南瑞,2021-11-07,10,大雨,somewhere,维修班3,0
电源DC220,2012-03-10,许继电气,2014-10-02,3,晴,somewhere,维修班1,电压互感器二次回路故障
显示屏,2010-03-03,许继电气,2020-01-18,10,小雨,somewhere,维修班2,保护装置故障
CPU板件,2016-05-03,南瑞科技,2030-03-11,14,大雨,somewhere,维修班4,0
显示屏,2015-11-13,南瑞科技,2026-08-17,11,冰雹,somewhere,维修班1,0
电源DC220,2012-06-12,深圳南瑞,2015-01-12,3,小雨,somewhere,维修班1,电压互感器二次回路故障
CPU板件,2010-02-12,深圳南瑞,2015-07-13,6,大雨,somewhere,维修班3,电流互感器二次回路故障
CPU板件,2014-10-04,许继电气,2029-07-06,15,晴,somewhere,维修班2,0
显示屏,2018-08-09,许继电气,2031-05-23,13,阴,somewhere,维修班3,0
CPU板件,2010-08-02,南瑞科技,2017-12-27,8,大雨,somewhere,维修班1,直流接地
显示屏,2015-03-02,南瑞继保,2025-11-26,11,晴,somewhere,维修班2,0
CPU板件,2017-01-13,南瑞继保,2031-08-04,15,冰雹,somewhere,维修班1,0
显示屏,2013-12-16,国电南自,2024-09-25,11,雷阵雨,somewhere,维修班1,0
电源DC220,2018-03-02,许继电气,2030-09-24,13,大雨,somewhere,维修班4,0
显示屏,2014-06-10,深圳南瑞,2028-03-11,14,大雨,somewhere,维修班3,0
电源DC220,2017-08-06,南瑞继保,2029-04-17,12,冰雹,somewhere,维修班1,0
CPU板件,2011-07-18,许继电气,2025-05-26,14,雷阵雨,somewhere,维修班2,0
CPU板件,2018-02-27,南瑞科技,2030-12-08,13,大雨,somewhere,维修班4,0
CPU板件,2017-03-02,南瑞继保,2020-01-06,3,晴,somewhere,维修班3,继电器触点故障
CPU板件,2014-09-30,上海惠安,2019-07-07,5,大雨,somewhere,维修班4,继电器触点故障
CPU板件,2012-12-29,许继电气,2017-10-05,5,冰雹,somewhere,维修班3,开关设备故障
显示屏,2013-01-10,上海惠安,2024-11-28,12,晴,somewhere,维修班3,0
电源DC220,2016-12-22,国电南自,2020-10-29,4,冰雹,somewhere,维修班1,电流互感器二次回路故障
显示屏,2017-05-11,南瑞科技,2020-02-04,3,晴,somewhere,维修班1,保护装置故障
显示屏,2011-09-27,许继电气,2023-06-08,12,小雨,somewhere,维修班4,0
显示屏,2011-03-12,深圳南瑞,2021-12-28,11,小雨,somewhere,维修班2,0
电源DC220,2020-02-09,深圳南瑞,2034-08-30,15,冰雹,somewhere,维修班1,0
显示屏,2013-01-25,南瑞继保,2027-06-19,15,冰雹,somewhere,维修班3,0
电源DC220,2012-12-22,深圳南瑞,2020-08-08,8,阴,somewhere,维修班2,直流接地
电源DC220,2018-11-29,许继电气,2023-08-19,5,雷阵雨,somewhere,维修班4,0
显示屏,2017-03-25,许继电气,2027-11-26,11,阴,somewhere,维修班3,0
显示屏,2012-06-15,深圳南瑞,2026-04-29,14,小雨,somewhere,维修班3,0
